Timestamp	Speed (kmph)	Throttle	Steering	Brake	Gear	ImageName
93693196	6	0.596078	-0.051392	0.000000	1	img_73.png
93693244	6	0.596078	-0.051392	0.000000	1	img_74.png
93693292	7	0.596078	-0.051392	0.000000	1	img_75.png
93693364	7	0.596078	-0.051392	0.000000	1	img_76.png
93693412	7	0.596078	-0.051392	0.000000	1	img_77.png
93693460	8	0.596078	-0.049398	0.000000	1	img_78.png
93693508	8	0.596078	-0.047404	0.000000	1	img_79.png
93693556	8	0.564706	-0.039510	0.000000	1	img_80.png
93693604	9	0.564706	-0.029582	0.000000	1	img_81.png
93693652	9	0.549020	-0.015747	0.000000	1	img_82.png
93693700	9	0.517647	-0.003866	0.000000	1	img_83.png
93693752	9	0.517647	0.000000	0.000000	1	img_84.png
93693799	10	0.517647	0.000000	0.000000	1	img_85.png
93693847	10	0.517647	0.000000	0.000000	1	img_86.png
93693896	10	0.501961	0.000000	0.000000	1	img_87.png
93693944	10	0.501961	0.001963	0.000000	1	img_88.png
93693992	11	0.501961	0.007945	0.000000	1	img_89.png
93694064	11	0.501961	0.021821	0.000000	1	img_90.png
93694111	11	0.501961	0.025808	0.000000	1	img_91.png
93694160	11	0.501961	0.025808	0.000000	1	img_92.png
93694183	11	0.501961	0.025808	0.000000	1	img_93.png
93694256	11	0.501961	0.021821	0.000000	1	img_94.png
93694304	12	0.501961	0.021821	0.000000	1	img_95.png
93694351	12	0.486275	0.021821	0.000000	1	img_96.png
93694399	12	0.419608	0.021821	0.000000	1	img_97.png
93694447	12	0.349020	0.021821	0.000000	1	img_98.png
93694496	12	0.349020	0.019868	0.000000	1	img_99.png
93694544	12	0.282353	0.017874	0.000000	1	img_100.png
93694592	12	0.149020	0.015880	0.000000	1	img_101.png
93694664	12	0.066667	0.013886	0.000000	1	img_102.png
93694712	12	0.000000	0.009939	0.000000	1	img_103.png
93694760	12	0.000000	0.009939	0.000000	1	img_104.png
93694807	12	0.000000	0.009939	0.000000	1	img_105.png
93694856	11	0.000000	0.005910	0.000000	1	img_106.png
93694904	11	0.000000	0.005910	0.000000	1	img_107.png
93694951	11	0.000000	0.005910	0.000000	1	img_108.png
93694999	11	0.000000	0.007945	0.000000	1	img_109.png
93695047	10	0.015686	0.007945	0.000000	1	img_110.png
93695096	10	0.047059	0.007945	0.000000	1	img_111.png
93695144	10	0.047059	0.009939	0.000000	1	img_112.png
93695191	9	0.015686	0.009939	0.000000	1	img_113.png
93695264	9	0.031373	0.009939	0.000000	1	img_114.png
93695287	9	0.066667	0.009939	0.000000	1	img_115.png
93695360	8	0.098039	0.017874	0.000000	1	img_116.png
93695384	8	0.098039	0.017874	0.000000	1	img_117.png
93695431	8	0.066667	0.023855	0.000000	1	img_118.png
93695504	7	0.082353	0.033784	0.000000	1	img_119.png
93695552	7	0.082353	0.039766	0.000000	1	img_120.png
93695599	7	0.098039	0.041719	0.000000	1	img_121.png
93695648	7	0.098039	0.041719	0.000000	1	img_122.png
93695696	7	0.098039	0.041719	0.000000	1	img_123.png
93695744	6	0.184314	0.041719	0.000000	1	img_124.png
93695792	6	0.266667	0.041719	0.000000	1	img_125.png
93695864	6	0.333333	0.041719	0.000000	1	img_126.png
93695887	6	0.333333	0.041719	0.000000	1	img_127.png
93695960	6	0.368627	0.041719	0.000000	1	img_128.png
93696008	6	0.384314	0.043713	0.000000	1	img_129.png
93696055	6	0.400000	0.043713	0.000000	1	img_130.png
93696104	6	0.400000	0.045707	0.000000	1	img_131.png
93696151	6	0.435294	0.045707	0.000000	1	img_132.png
93696200	6	0.419608	0.045707	0.000000	1	img_133.png
93696248	6	0.419608	0.045707	0.000000	1	img_134.png
93696296	6	0.419608	0.045707	0.000000	1	img_135.png
93696344	6	0.435294	0.045707	0.000000	1	img_136.png
93696391	7	0.435294	0.045707	0.000000	1	img_137.png
93696464	7	0.501961	0.047700	0.000000	1	img_138.png
93696512	7	0.486275	0.047700	0.000000	1	img_139.png
93696560	7	0.466667	0.047700	0.000000	1	img_140.png
93696608	7	0.466667	0.047700	0.000000	1	img_141.png
93696655	7	0.501961	0.047700	0.000000	1	img_142.png
93696704	7	0.466667	0.047700	0.000000	1	img_143.png
93696752	8	0.486275	0.049694	0.000000	1	img_144.png
93696804	8	0.486275	0.049694	0.000000	1	img_145.png
93696852	8	0.466667	0.049694	0.000000	1	img_146.png
93696899	8	0.486275	0.049694	0.000000	1	img_147.png
93696948	8	0.486275	0.049694	0.000000	1	img_148.png
93696996	8	0.486275	0.049694	0.000000	1	img_149.png
93697044	9	0.501961	0.049694	0.000000	1	img_150.png
93697091	9	0.466667	0.051648	0.000000	1	img_151.png
93697164	9	0.501961	0.053641	0.000000	1	img_152.png
93697188	9	0.501961	0.053641	0.000000	1	img_153.png
93697235	9	0.501961	0.057629	0.000000	1	img_154.png
93697308	9	0.501961	0.061617	0.000000	1	img_155.png
93697355	9	0.501961	0.061617	0.000000	1	img_156.png
93697403	10	0.486275	0.061617	0.000000	1	img_157.png
93697451	10	0.501961	0.061617	0.000000	1	img_158.png
93697499	10	0.501961	0.061617	0.000000	1	img_159.png
93697548	10	0.501961	0.061617	0.000000	1	img_160.png
93697596	10	0.486275	0.061617	0.000000	1	img_161.png
93697643	10	0.501961	0.061617	0.000000	1	img_162.png
93697691	10	0.501961	0.061617	0.000000	1	img_163.png
93697764	11	0.501961	0.061617	0.000000	1	img_164.png
93697811	11	0.486275	0.059623	0.000000	1	img_165.png
93697859	11	0.486275	0.059623	0.000000	1	img_166.png
93697884	11	0.486275	0.059623	0.000000	1	img_167.png
93697955	11	0.466667	0.057629	0.000000	1	img_168.png
93698004	11	0.501961	0.057629	0.000000	1	img_169.png
93698051	11	0.466667	0.057629	0.000000	1	img_170.png
93698099	11	0.486275	0.057629	0.000000	1	img_171.png
93698148	11	0.486275	0.057629	0.000000	1	img_172.png
93698196	12	0.486275	0.055676	0.000000	1	img_173.png
93698244	12	0.450980	0.053641	0.000000	1	img_174.png
93698291	12	0.466667	0.053641	0.000000	1	img_175.png
93698364	12	0.435294	0.049694	0.000000	1	img_176.png
93698412	12	0.435294	0.041719	0.000000	1	img_177.png
93698436	12	0.435294	0.041719	0.000000	1	img_178.png
93698507	12	0.384314	0.027802	0.000000	1	img_179.png
93698555	12	0.384314	0.021821	0.000000	1	img_180.png
93698603	12	0.349020	0.017874	0.000000	1	img_181.png
93698651	12	0.349020	0.013886	0.000000	1	img_182.png
93698699	12	0.368627	0.013886	0.000000	1	img_183.png
93698747	12	0.384314	0.011892	0.000000	1	img_184.png
93698795	12	0.368627	0.009939	0.000000	1	img_185.png
93698844	12	0.368627	0.009939	0.000000	1	img_186.png
93698896	12	0.384314	0.009939	0.000000	1	img_187.png
93698943	12	0.384314	0.005910	0.000000	1	img_188.png
93698991	12	0.384314	0.005910	0.000000	1	img_189.png
93699039	12	0.384314	0.005910	0.000000	1	img_190.png
93699087	12	0.368627	0.005910	0.000000	1	img_191.png
93699135	12	0.384314	0.005910	0.000000	1	img_192.png
93699183	12	0.384314	0.003957	0.000000	1	img_193.png
93699255	12	0.435294	0.001963	0.000000	1	img_194.png
93699303	12	0.435294	0.001963	0.000000	1	img_195.png
93699352	12	0.450980	0.001963	0.000000	1	img_196.png
93699399	12	0.435294	0.001963	0.000000	1	img_197.png
93699448	12	0.450980	0.001963	0.000000	1	img_198.png
93699495	12	0.450980	0.005910	0.000000	1	img_199.png
93699543	12	0.450980	0.007945	0.000000	1	img_200.png
93699591	12	0.466667	0.007945	0.000000	1	img_201.png
93699639	12	0.466667	0.009939	0.000000	1	img_202.png
93699711	12	0.419608	0.009939	0.000000	1	img_203.png
93699735	12	0.419608	0.009939	0.000000	1	img_204.png
93699807	12	0.450980	0.009939	0.000000	1	img_205.png
93699855	12	0.435294	0.009939	0.000000	1	img_206.png
93699903	12	0.435294	0.009939	0.000000	1	img_207.png
93699951	13	0.450980	0.009939	0.000000	1	img_208.png
93699999	13	0.450980	0.009939	0.000000	1	img_209.png
93700048	13	0.450980	0.009939	0.000000	1	img_210.png
93700095	13	0.450980	0.009939	0.000000	1	img_211.png
93700143	13	0.450980	0.009939	0.000000	1	img_212.png
93700191	13	0.450980	0.007945	0.000000	1	img_213.png
93700263	12	0.450980	0.007945	0.000000	1	img_214.png
93700287	12	0.435294	0.007945	0.000000	1	img_215.png
93700335	12	0.450980	0.007945	0.000000	1	img_216.png
93700383	12	0.450980	0.007945	0.000000	1	img_217.png
93700455	12	0.450980	0.007945	0.000000	1	img_218.png
93700503	12	0.435294	0.007945	0.000000	1	img_219.png
93700527	12	0.450980	0.007945	0.000000	1	img_220.png
93700575	12	0.450980	0.007945	0.000000	1	img_221.png
93700647	12	0.450980	0.007945	0.000000	1	img_222.png
93700695	12	0.435294	0.007945	0.000000	1	img_223.png
93700743	12	0.450980	0.007945	0.000000	1	img_224.png
93700791	12	0.450980	0.007945	0.000000	1	img_225.png
93700863	12	0.435294	0.007945	0.000000	1	img_226.png
93700887	12	0.435294	0.007945	0.000000	1	img_227.png
93700935	12	0.435294	0.009939	0.000000	1	img_228.png
93701007	12	0.435294	0.013886	0.000000	1	img_229.png
93701031	12	0.435294	0.015880	0.000000	1	img_230.png
93701079	12	0.450980	0.017874	0.000000	1	img_231.png
93701151	12	0.435294	0.025808	0.000000	1	img_232.png
93701200	12	0.450980	0.025808	0.000000	1	img_233.png
93701247	12	0.435294	0.029796	0.000000	1	img_234.png
93701295	12	0.466667	0.029796	0.000000	1	img_235.png
93701343	12	0.466667	0.033784	0.000000	1	img_236.png
93701391	11	0.435294	0.033784	0.000000	1	img_237.png
93701439	11	0.450980	0.033784	0.000000	1	img_238.png
93701487	11	0.435294	0.037731	0.000000	1	img_239.png
93701535	12	0.435294	0.039766	0.000000	1	img_240.png
93701607	12	0.435294	0.041719	0.000000	1	img_241.png
93701631	12	0.435294	0.045707	0.000000	1	img_242.png
93701703	12	0.435294	0.051648	0.000000	1	img_243.png
93701727	12	0.435294	0.057629	0.000000	1	img_244.png
93701799	12	0.466667	0.061617	0.000000	1	img_245.png
93701847	12	0.450980	0.065605	0.000000	1	img_246.png
93701895	12	0.450980	0.073539	0.000000	1	img_247.png
93701943	12	0.466667	0.079521	0.000000	1	img_248.png
93701991	12	0.466667	0.087456	0.000000	1	img_249.png
93702063	11	0.450980	0.099378	0.000000	1	img_250.png
93702111	11	0.450980	0.105360	0.000000	1	img_251.png
93702159	12	0.450980	0.109307	0.000000	1	img_252.png
93702207	12	0.435294	0.113295	0.000000	1	img_253.png
93702255	11	0.466667	0.117283	0.000000	1	img_254.png
93702303	11	0.466667	0.121270	0.000000	1	img_255.png
93702352	12	0.435294	0.121270	0.000000	1	img_256.png
93702399	12	0.450980	0.125217	0.000000	1	img_257.png
93702447	12	0.450980	0.129205	0.000000	1	img_258.png
93702496	12	0.450980	0.131199	0.000000	1	img_259.png
93702544	11	0.450980	0.137181	0.000000	1	img_260.png
93702591	11	0.450980	0.141128	0.000000	1	img_261.png
93702639	11	0.486275	0.149063	0.000000	1	img_262.png
93702712	12	0.419608	0.153050	0.000000	1	img_263.png
93702759	12	0.419608	0.153050	0.000000	1	img_264.png
93702807	12	0.450980	0.153050	0.000000	1	img_265.png
93702855	12	0.466667	0.149063	0.000000	1	img_266.png
93702903	12	0.450980	0.145115	0.000000	1	img_267.png
93702952	11	0.450980	0.141128	0.000000	1	img_268.png
93702999	11	0.435294	0.133152	0.000000	1	img_269.png
93703047	12	0.435294	0.127211	0.000000	1	img_270.png
93703095	12	0.450980	0.121270	0.000000	1	img_271.png
93703143	12	0.450980	0.117283	0.000000	1	img_272.png
93703191	12	0.486275	0.115289	0.000000	1	img_273.png
93703239	12	0.450980	0.115289	0.000000	1	img_274.png
93703287	12	0.450980	0.115289	0.000000	1	img_275.png
93703335	13	0.450980	0.115289	0.000000	1	img_276.png
93703383	13	0.466667	0.115289	0.000000	1	img_277.png
93703431	13	0.450980	0.117283	0.000000	1	img_278.png
93703479	13	0.466667	0.121270	0.000000	1	img_279.png
93703527	13	0.466667	0.129205	0.000000	1	img_280.png
93703599	13	0.466667	0.145115	0.000000	1	img_281.png
93703647	14	0.466667	0.149063	0.000000	1	img_282.png
93703695	14	0.450980	0.153050	0.000000	1	img_283.png
93703757	14	0.466667	0.155044	0.000000	1	img_284.png
93703796	14	0.466667	0.153050	0.000000	1	img_285.png
93703855	14	0.466667	0.153050	0.000000	1	img_286.png
93703904	14	0.466667	0.153050	0.000000	1	img_287.png
93703951	14	0.466667	0.153050	0.000000	1	img_288.png
93703975	15	0.466667	0.153050	0.000000	1	img_289.png
93704047	15	0.450980	0.151097	0.000000	1	img_290.png
93704095	15	0.450980	0.151097	0.000000	1	img_291.png
93704143	15	0.466667	0.149063	0.000000	1	img_292.png
93704191	15	0.466667	0.145115	0.000000	1	img_293.png
93704239	15	0.466667	0.143122	0.000000	1	img_294.png
93704287	15	0.466667	0.137181	0.000000	1	img_295.png
93704359	16	0.466667	0.135187	0.000000	1	img_296.png
93704407	16	0.486275	0.133152	0.000000	1	img_297.png
93704455	16	0.466667	0.133152	0.000000	1	img_298.png
93704479	16	0.466667	0.133152	0.000000	1	img_299.png
93704551	16	0.466667	0.133152	0.000000	1	img_300.png
93704599	16	0.466667	0.129205	0.000000	1	img_301.png
93704647	16	0.486275	0.129205	0.000000	1	img_302.png
93704695	16	0.450980	0.121270	0.000000	1	img_303.png
93704743	16	0.450980	0.117283	0.000000	1	img_304.png
93704791	17	0.450980	0.113295	0.000000	1	img_305.png
93704863	17	0.450980	0.103366	0.000000	1	img_306.png
93704887	17	0.450980	0.101372	0.000000	1	img_307.png
93704959	17	0.466667	0.085462	0.000000	1	img_308.png
93705007	17	0.466667	0.073539	0.000000	1	img_309.png
93705055	17	0.466667	0.065605	0.000000	1	img_310.png
93705104	17	0.466667	0.057629	0.000000	1	img_311.png
93705151	17	0.450980	0.057629	0.000000	1	img_312.png
93705200	17	0.450980	0.057629	0.000000	1	img_313.png
93705247	18	0.450980	0.057629	0.000000	1	img_314.png
93705295	18	0.466667	0.057629	0.000000	1	img_315.png
93705343	18	0.450980	0.057629	0.000000	1	img_316.png
93705392	18	0.450980	0.057629	0.000000	1	img_317.png
93705464	18	0.450980	0.057629	0.000000	1	img_318.png
93705511	18	0.450980	0.055676	0.000000	1	img_319.png
93705559	18	0.450980	0.055676	0.000000	1	img_320.png
93705608	18	0.450980	0.057629	0.000000	1	img_321.png
93705655	18	0.450980	0.057629	0.000000	1	img_322.png
93705703	18	0.450980	0.057629	0.000000	1	img_323.png
93705751	18	0.466667	0.057629	0.000000	1	img_324.png
93705799	19	0.450980	0.053641	0.000000	1	img_325.png
93705847	19	0.466667	0.049694	0.000000	1	img_326.png
93705895	19	0.466667	0.049694	0.000000	1	img_327.png
93705943	19	0.450980	0.045707	0.000000	1	img_328.png
93705991	19	0.450980	0.041719	0.000000	1	img_329.png
93706039	19	0.435294	0.041719	0.000000	1	img_330.png
93706087	19	0.435294	0.041719	0.000000	1	img_331.png
93706159	19	0.384314	0.041719	0.000000	1	img_332.png
93706207	19	0.384314	0.041719	0.000000	1	img_333.png
93706256	19	0.317647	0.041719	0.000000	1	img_334.png
93706279	19	0.317647	0.041719	0.000000	1	img_335.png
93706351	19	0.200000	0.049694	0.000000	1	img_336.png
93706399	19	0.200000	0.057629	0.000000	1	img_337.png
93706447	19	0.098039	0.067558	0.000000	1	img_338.png
93706495	19	0.047059	0.077487	0.000000	1	img_339.png
93706543	19	0.000000	0.087456	0.000000	1	img_340.png
93706615	18	0.000000	0.097385	0.000000	1	img_341.png
93706639	18	0.000000	0.101372	0.000000	1	img_342.png
93706687	18	0.000000	0.105360	0.000000	1	img_343.png
93706759	18	0.000000	0.109307	0.000000	1	img_344.png
93706807	18	0.000000	0.109307	0.000000	1	img_345.png
93706831	17	0.000000	0.109307	0.000000	1	img_346.png
93706903	17	0.000000	0.109307	0.000000	1	img_347.png
93706951	17	0.000000	0.109307	0.000000	1	img_348.png
93706999	16	0.000000	0.111342	0.000000	1	img_349.png
93707047	16	0.000000	0.113295	0.000000	1	img_350.png
93707095	16	0.000000	0.113295	0.000000	1	img_351.png
93707143	15	0.000000	0.115289	0.000000	1	img_352.png
93707191	15	0.000000	0.117283	0.000000	1	img_353.png
93707263	15	0.000000	0.125217	0.000000	1	img_354.png
93707311	14	0.000000	0.129205	0.000000	1	img_355.png
93707359	14	0.000000	0.137181	0.000000	1	img_356.png
93707407	13	0.000000	0.145115	0.000000	1	img_357.png
93707455	13	0.000000	0.149063	0.000000	1	img_358.png
93707503	13	0.031373	0.153050	0.000000	1	img_359.png
93707551	12	0.031373	0.157038	0.000000	1	img_360.png
93707599	12	0.113725	0.161026	0.000000	1	img_361.png
93707647	12	0.184314	0.161026	0.000000	1	img_362.png
93707695	12	0.184314	0.161026	0.000000	1	img_363.png
93707743	11	0.184314	0.161026	0.000000	1	img_364.png
93707815	11	0.231373	0.161026	0.000000	1	img_365.png
93707863	11	0.250980	0.157038	0.000000	1	img_366.png
93707887	11	0.317647	0.153050	0.000000	1	img_367.png
93707959	10	0.317647	0.145115	0.000000	1	img_368.png
93708007	10	0.317647	0.141128	0.000000	1	img_369.png
93708055	10	0.368627	0.137181	0.000000	1	img_370.png
93708103	10	0.384314	0.137181	0.000000	1	img_371.png
93708151	10	0.400000	0.131199	0.000000	1	img_372.png
93708199	10	0.400000	0.129205	0.000000	1	img_373.png
93708247	10	0.400000	0.125217	0.000000	1	img_374.png
93708295	10	0.419608	0.121270	0.000000	1	img_375.png
93708343	10	0.419608	0.121270	0.000000	1	img_376.png
93708391	10	0.419608	0.121270	0.000000	1	img_377.png
93708463	10	0.466667	0.121270	0.000000	1	img_378.png
93708511	10	0.466667	0.121270	0.000000	1	img_379.png
93708560	10	0.486275	0.121270	0.000000	1	img_380.png
93708608	10	0.466667	0.121270	0.000000	1	img_381.png
93708655	11	0.435294	0.121270	0.000000	1	img_382.png
93708703	11	0.435294	0.117283	0.000000	1	img_383.png
93708751	11	0.450980	0.113295	0.000000	1	img_384.png
93708799	11	0.450980	0.101372	0.000000	1	img_385.png
93708847	11	0.466667	0.091444	0.000000	1	img_386.png
93708895	11	0.466667	0.085462	0.000000	1	img_387.png
93708943	11	0.466667	0.081515	0.000000	1	img_388.png
93708991	11	0.466667	0.073539	0.000000	1	img_389.png
93709063	11	0.450980	0.073539	0.000000	1	img_390.png
93709111	11	0.466667	0.073539	0.000000	1	img_391.png
93709159	12	0.466667	0.073539	0.000000	1	img_392.png
93709208	12	0.450980	0.071546	0.000000	1	img_393.png
93709255	12	0.450980	0.069552	0.000000	1	img_394.png
93709303	12	0.450980	0.069552	0.000000	1	img_395.png
93709351	12	0.450980	0.069552	0.000000	1	img_396.png
93709399	12	0.450980	0.069552	0.000000	1	img_397.png
93709447	12	0.450980	0.069552	0.000000	1	img_398.png
93709495	12	0.466667	0.069552	0.000000	1	img_399.png
93709543	12	0.466667	0.069552	0.000000	1	img_400.png
93709591	12	0.466667	0.073539	0.000000	1	img_401.png
93709663	12	0.466667	0.081515	0.000000	1	img_402.png
93709711	12	0.466667	0.087456	0.000000	1	img_403.png
93709759	12	0.486275	0.089450	0.000000	1	img_404.png
93709807	12	0.466667	0.091444	0.000000	1	img_405.png
93709855	13	0.466667	0.093397	0.000000	1	img_406.png
93709903	13	0.466667	0.093397	0.000000	1	img_407.png
93709951	13	0.466667	0.093397	0.000000	1	img_408.png
93709999	13	0.486275	0.091444	0.000000	1	img_409.png
93710047	13	0.486275	0.089450	0.000000	1	img_410.png
93710095	13	0.466667	0.085462	0.000000	1	img_411.png
93710143	13	0.450980	0.079521	0.000000	1	img_412.png
93710191	13	0.435294	0.071546	0.000000	1	img_413.png
93710263	13	0.450980	0.061617	0.000000	1	img_414.png
93710311	13	0.450980	0.057629	0.000000	1	img_415.png
93710359	13	0.466667	0.053641	0.000000	1	img_416.png
93710383	13	0.450980	0.053641	0.000000	1	img_417.png
93710455	13	0.466667	0.049694	0.000000	1	img_418.png
93710503	13	0.466667	0.047700	0.000000	1	img_419.png
93710551	13	0.450980	0.041719	0.000000	1	img_420.png
93710599	13	0.435294	0.033784	0.000000	1	img_421.png
93710647	13	0.466667	0.023855	0.000000	1	img_422.png
93710695	14	0.466667	0.017874	0.000000	1	img_423.png
93710743	14	0.486275	0.011892	0.000000	1	img_424.png
93710791	14	0.450980	0.009939	0.000000	1	img_425.png
93710864	14	0.450980	0.009939	0.000000	1	img_426.png
93710911	14	0.450980	0.009939	0.000000	1	img_427.png
93710959	14	0.450980	0.005910	0.000000	1	img_428.png
93711007	14	0.450980	0.001963	0.000000	1	img_429.png
93711055	14	0.466667	0.001963	0.000000	1	img_430.png
93711079	14	0.466667	0.001963	0.000000	1	img_431.png
93711151	14	0.450980	0.001963	0.000000	1	img_432.png
93711199	14	0.450980	0.001963	0.000000	1	img_433.png
93711247	14	0.450980	0.001963	0.000000	1	img_434.png
93711295	14	0.466667	0.001963	0.000000	1	img_435.png
93711344	14	0.450980	0.001963	0.000000	1	img_436.png
93711391	14	0.450980	0.001963	0.000000	1	img_437.png
93711463	14	0.466667	0.001963	0.000000	1	img_438.png
93711511	14	0.466667	0.001963	0.000000	1	img_439.png
93711560	14	0.466667	0.001963	0.000000	1	img_440.png
93711607	14	0.466667	0.001963	0.000000	1	img_441.png
93711655	14	0.466667	0.000000	0.000000	1	img_442.png
93711703	14	0.466667	0.000000	0.000000	1	img_443.png
93711751	14	0.450980	0.000000	0.000000	1	img_444.png
93711799	14	0.450980	0.000000	0.000000	1	img_445.png
93711847	14	0.450980	0.000000	0.000000	1	img_446.png
93711895	14	0.466667	0.000000	0.000000	1	img_447.png
93711944	14	0.466667	0.000000	0.000000	1	img_448.png
93711991	14	0.466667	0.000000	0.000000	1	img_449.png
93712063	15	0.466667	0.000000	0.000000	1	img_450.png
93712111	15	0.450980	0.000000	0.000000	1	img_451.png
93712159	15	0.450980	0.000000	0.000000	1	img_452.png
93712207	15	0.486275	0.000000	0.000000	1	img_453.png
93712255	15	0.466667	0.000000	0.000000	1	img_454.png
93712303	15	0.450980	0.000000	0.000000	1	img_455.png
93712351	15	0.450980	0.000000	0.000000	1	img_456.png
93712399	15	0.466667	0.000000	0.000000	1	img_457.png
93712447	15	0.466667	-0.003866	0.000000	1	img_458.png
93712495	15	0.466667	-0.003866	0.000000	1	img_459.png
93712543	15	0.466667	-0.003866	0.000000	1	img_460.png
93712615	15	0.486275	-0.007813	0.000000	1	img_461.png
93712663	15	0.450980	-0.009806	0.000000	1	img_462.png
93712711	15	0.466667	-0.011759	0.000000	1	img_463.png
93712759	15	0.466667	-0.011759	0.000000	1	img_464.png
93712807	15	0.466667	-0.011759	0.000000	1	img_465.png
93712831	15	0.435294	-0.011759	0.000000	1	img_466.png
93712903	15	0.450980	-0.011759	0.000000	1	img_467.png
93712951	15	0.466667	-0.011759	0.000000	1	img_468.png
93712999	15	0.466667	-0.011759	0.000000	1	img_469.png
93713047	15	0.486275	-0.011759	0.000000	1	img_470.png
93713095	15	0.450980	-0.011759	0.000000	1	img_471.png
93713143	15	0.466667	-0.011759	0.000000	1	img_472.png
93713215	15	0.435294	-0.013753	0.000000	1	img_473.png
93713263	15	0.450980	-0.013753	0.000000	1	img_474.png
93713312	15	0.450980	-0.015747	0.000000	1	img_475.png
